timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,pH,pH_flags,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen_saturation_flags,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,turbidity_c6,turbidty_c6_flags,phycoerythrin_c6,phycoerythrin_c6_flags,phycocyanin_c6,phycocyanin_c6_flags,chlorophylla_c6,chlorophylla_c6_flags,colored_dissolved_organic_matter_c6,colored_dissolved_organic_matter_c6_flags,depth_c6,depth_c6_flags,water_temp_c6,water_temp_c6_flags
UTC,meters per second,NAN,meters per second,NAN,degrees,NAN,degrees Celsius,NAN,mbar,NAN,meters,NAN,degrees Celsius,NAN,millisiemens per centimeter,NAN,pH,NAN,NTU,NAN,%,NAN,milligrams per liter,NAN,RFU,NAN,RFU,NAN,RFU,NAN,NTU,NAN,RFU,NAN,RFU,NAN,RFU,NAN,ppb,NAN,meters,NAN,degrees Celsius,NAN
data logger,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN
10/10/2015 8:31,8.4,1 1 1 1,5.757,1 1 1 1,340.6,1 2 1 2,11.05,1 1 1 1,1022.552,1 1 3 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 8:46,8,1 1 1 1,5.61,1 1 1 1,349.9,1 2 1 2,10.96,1 1 1 1,1022.556,1 1 3 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 9:01,7.9,1 1 1 1,5.816,1 1 1 1,346.6,1 2 1 2,10.83,1 1 1 1,1022.521,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 9:16,7.6,1 1 1 1,5.602,1 1 1 1,347.8,1 2 1 2,10.78,1 1 1 1,1022.372,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 9:31,6.2,1 1 1 1,4.358,1 1 1 1,353.3,1 2 1 2,10.87,1 1 1 1,1022.209,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 9:46,7.5,1 1 1 1,4.636,1 1 1 1,354.3,1 2 1 2,10.88,1 1 1 1,1022.324,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 10:01,6.6,1 1 1 1,4.543,1 1 1 1,351.1,1 2 1 2,10.81,1 1 1 1,1022.456,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 10:16,6.1,1 1 1 1,3.929,1 1 1 1,353.8,1 2 1 2,10.89,1 1 1 1,1022.343,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 10:31,6.5,1 1 1 1,4.342,1 1 1 1,6.158,1 2 1 2,10.93,1 1 1 1,1022.367,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 10:46,6.6,1 1 1 1,4.372,1 1 1 1,8.83,1 2 1 2,10.88,1 1 1 1,1022.489,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 11:01,6.4,1 1 1 1,4.372,1 1 1 1,0.857,1 2 1 2,10.71,1 1 1 1,1022.6,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 11:16,6.1,1 1 1 1,4.792,1 1 1 1,1.263,1 2 1 2,10.65,1 1 1 1,1022.664,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 11:31,8,1 1 1 1,5.398,1 1 1 1,5.004,1 2 1 2,10.51,1 1 1 1,1022.772,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 11:46,7.5,1 1 1 1,5.556,1 1 1 1,1.192,1 2 1 2,10.44,1 1 1 1,1023.027,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 12:01,7.3,1 1 1 1,5.1,1 1 1 1,353.5,1 2 1 2,10.45,1 1 1 1,1023.196,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 12:16,5.9,1 1 1 1,4.102,1 1 1 1,358.8,1 2 1 2,10.52,1 1 1 1,1023.083,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 12:31,6.2,1 1 1 1,2.989,1 1 1 1,6.349,1 2 1 2,10.56,1 1 1 1,1022.931,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 12:46,5.6,1 1 1 1,2.868,1 1 1 1,0.507,1 2 1 2,10.93,1 1 1 1,1022.96,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 13:01,4.5,1 1 1 1,3.319,1 1 1 1,2.842,1 2 1 2,11.04,1 1 1 1,1023.131,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 13:16,5.9,1 1 1 1,3.877,1 1 1 1,358.3,1 2 1 2,10.99,1 1 1 1,1023.281,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 13:31,4.4,1 1 1 1,2.703,1 1 1 1,7.61,1 2 1 2,11.09,1 1 1 1,1023.214,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 13:46,4.2,1 1 1 1,2.617,1 1 1 1,17.72,1 2 1 2,11.39,1 1 1 1,1023.36,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 14:01,4.4,1 1 1 1,2.983,1 1 1 1,5.384,1 2 1 2,11.4,1 1 1 1,1023.487,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 14:16,4.3,1 1 1 1,3.257,1 1 1 1,1.483,1 2 1 2,11.32,1 1 1 1,1023.592,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 14:31,5,1 1 1 1,3.263,1 1 1 1,359.2,1 2 1 2,11.35,1 1 1 1,1023.76,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 14:46,4.3,1 1 1 1,3.226,1 1 1 1,359.4,1 2 1 2,11.47,1 1 1 1,1023.711,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 15:01,3.7,1 1 1 1,2.53,1 1 1 1,357.7,1 2 1 2,11.64,1 1 1 1,1023.688,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 15:16,3.7,1 1 1 1,2.574,1 1 1 1,6.797,1 2 1 2,11.95,1 1 1 1,1023.572,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 15:31,3.5,1 1 1 1,2.311,1 1 1 1,5.62,1 2 1 2,12.24,1 1 1 1,1023.49,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 15:46,3.4,1 1 1 1,1.62,1 1 1 1,7.114,1 2 1 2,12.65,1 1 1 1,1023.354,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 16:01,2.1,1 1 1 1,1.027,1 1 1 1,63.8,1 2 1 2,13.64,1 1 1 1,1023.076,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 16:16,2.6,1 1 1 1,1.111,1 1 1 1,84.5,1 2 1 2,14.01,1 1 1 1,1022.86,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 16:31,2.9,1 1 1 1,1.05,1 1 1 1,93.4,1 2 1 2,14.29,1 1 1 1,1022.769,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 16:46,3.6,1 1 1 1,1.703,1 1 1 1,103.6,1 2 1 2,14.19,1 1 1 1,1022.593,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 17:01,3.2,1 1 1 1,1.767,1 1 1 1,104.9,1 2 1 2,13.75,1 1 1 1,1022.382,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 17:16,3.6,1 1 1 1,1.458,1 1 1 1,110.5,1 2 1 2,13.91,1 1 1 1,1022.095,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 17:31,3.1,1 1 1 1,1.772,1 1 1 1,100,1 2 1 2,13.92,1 1 1 1,1021.796,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 17:46,5,1 1 1 1,2.246,1 1 1 1,90.8,1 2 1 2,13.9,1 1 1 1,1021.508,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 18:01,4.6,1 1 1 1,2.844,1 1 1 1,93.4,1 2 1 2,13.76,1 1 1 1,1021.267,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 18:16,5.4,1 1 1 1,3.732,1 1 1 1,97.5,1 2 1 2,13.59,1 1 1 1,1021.126,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 18:31,4.6,1 1 1 1,3.089,1 1 1 1,92.8,1 2 1 2,13.61,1 1 1 1,1020.902,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 18:46,5.1,1 1 1 1,3.147,1 1 1 1,90.5,1 2 1 2,13.81,1 1 1 1,1020.522,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 19:01,5.8,1 1 1 1,4.297,1 1 1 1,96.2,1 2 1 2,13.73,1 1 1 1,1020.105,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 19:16,6.7,1 1 1 1,5.027,1 1 1 1,101.6,1 2 1 2,13.64,1 1 1 1,1019.999,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 19:31,8,1 1 1 1,6.011,1 1 1 1,114.1,1 2 1 2,13.43,1 1 1 1,1019.629,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 19:46,8.6,1 1 1 1,6.336,1 1 1 1,117.2,1 2 1 2,13.33,1 1 1 1,1019.362,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 20:01,8,1 1 1 1,5.986,1 1 1 1,116.8,1 2 1 2,13.31,1 1 1 1,1019.1,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 20:16,7.9,1 1 1 1,5.926,1 1 1 1,121.6,1 2 1 2,13.37,1 1 1 1,1018.763,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 20:31,8.7,1 1 1 1,6.414,1 1 1 1,124.9,1 2 1 2,13.49,1 1 1 1,1018.66,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 20:46,9.4,1 1 1 1,6.32,1 1 1 1,125.3,1 2 1 2,13.43,1 1 1 1,1018.393,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 21:01,7.7,1 1 1 1,5.824,1 1 1 1,123.8,1 2 1 2,13.52,1 1 1 1,1018.207,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 21:16,7.9,1 1 1 1,5.91,1 1 1 1,125.4,1 2 1 2,13.64,1 1 1 1,1018.116,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 21:31,8.5,1 1 1 1,5.841,1 1 1 1,125.8,1 2 1 2,13.58,1 1 1 1,1018.044,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 21:46,8.2,1 1 1 1,5.523,1 1 1 1,125.7,1 2 1 2,13.59,1 1 1 1,1018.034,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 22:01,6.9,1 1 1 1,5.109,1 1 1 1,126.2,1 2 1 2,13.67,1 1 1 1,1017.901,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 22:16,6.8,1 1 1 1,5.297,1 1 1 1,127.6,1 2 1 2,13.65,1 1 1 1,1017.794,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
10/10/2015 22:31,7.7,1 1 1 1,5.397,1 1 1 1,128.5,1 2 1 2,13.62,1 1 1 1,1017.643,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 1 4 1,NA,1 2 2 2,NA,1 2 2 2
