timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,pH,pH_flags,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen_saturation_flags,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,turbidity_c6,turbidty_c6_flags,phycoerythrin_c6,phycoerythrin_c6_flags,phycocyanin_c6,phycocyanin_c6_flags,chlorophylla_c6,chlorophylla_c6_flags,colored_dissolved_organic_matter_c6,colored_dissolved_organic_matter_c6_flags,depth_c6,depth_c6_flags,water_temp_c6,water_temp_c6_flags
UTC,meters per second,NAN,meters per second,NAN,degrees,NAN,degrees Celsius,NAN,mbar,NAN,meters,NAN,degrees Celsius,NAN,millisiemens per centimeter,NAN,pH,NAN,NTU,NAN,%,NAN,milligrams per liter,NAN,RFU,NAN,RFU,NAN,RFU,NAN,NTU,NAN,RFU,NAN,RFU,NAN,RFU,NAN,ppb,NAN,meters,NAN,degrees Celsius,NAN
data logger,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN
6/3/2015 3:31,11.4,1 1 1 1,8.45,1 1 1 1,85.1,1 2 1 2,14.76,1 1 3 1,1020.618,1 1 1 1,1.017,1 1 1 1,18.17,1 1 1 1,409.1,1 1 1 1,8.08,1 1 1 1,48.68,1 1 1 1,91.1,1 1 1 1,8.58,1 1 1 1,2.707,1 1 1 1,-1,4 1 1 1,16.47,1 1 1 1,54.67,1 1 1 1,796.4,1 1 1 1,278.28,1 1 1 1,1964.8,1 1 1 1,1202.8,1 1 1 1,1.02,1 2 2 2,18.57,1 2 2 2
6/3/2015 3:46,10.8,1 1 1 1,8.37,1 1 1 1,85.7,1 2 1 2,14.74,1 1 3 1,1020.631,1 1 1 1,1.01,1 1 1 1,18.15,1 1 1 1,406.7,1 1 1 1,8.06,1 1 1 1,47.32,1 1 1 1,90.4,1 1 1 1,8.52,1 1 1 1,2.32,1 1 1 1,-1.143,4 1 1 1,16.16,1 1 1 1,55.8,1 1 1 1,754.4,1 1 1 1,251.6,1 1 1 1,1711.6,1 1 1 1,1170.4,1 1 1 1,1.09,1 2 2 2,18.56,1 2 2 2
6/3/2015 4:01,11.6,1 1 1 1,8.6,1 1 1 1,92.2,1 2 1 2,14.72,1 1 1 1,1020.561,1 1 1 1,1.011,1 1 1 1,18.13,1 1 1 1,402.2,1 1 1 1,8.05,1 1 1 1,50,1 1 1 1,89.8,1 1 1 1,8.46,1 1 1 1,2.003,1 1 1 1,-1.403,4 1 1 1,15.63,1 1 1 1,57.92,1 1 1 1,756.4,1 1 1 1,260,1 1 1 1,1674.4,1 1 1 1,1154,1 1 1 1,1.02,1 2 2 2,18.56,1 2 2 2
6/3/2015 4:16,10.5,1 1 1 1,7.557,1 1 1 1,88.3,1 2 1 2,14.69,1 1 1 1,1020.458,1 1 1 1,1.008,1 1 1 1,18.14,1 1 1 1,401.8,1 1 1 1,8.04,1 1 1 1,49.81,1 1 1 1,89.6,1 1 1 1,8.44,1 1 1 1,1.915,1 1 1 1,-1.466,4 1 1 1,15.34,1 1 1 1,51.05,1 1 1 1,703.2,1 1 1 1,227.72,1 1 1 1,1579.2,1 1 1 1,1144.8,1 1 1 1,1.09,1 2 2 2,18.55,1 2 2 2
6/3/2015 4:31,10.9,1 1 1 1,7.672,1 1 1 1,89.7,1 2 1 2,14.66,1 1 1 1,1020.485,1 1 1 1,1.003,1 1 1 1,18.12,1 1 1 1,402.2,1 1 1 1,8.04,1 1 1 1,53.16,1 1 1 1,89.5,1 1 1 1,8.44,1 1 1 1,1.808,1 1 1 1,-1.458,4 1 1 1,15.3,1 1 1 1,47.46,1 1 1 1,702,1 1 1 1,204.08,1 1 1 1,1545.6,1 1 1 1,1144,1 1 1 1,1.02,1 2 2 2,18.54,1 2 2 2
6/3/2015 4:46,10.1,1 1 1 1,7.849,1 1 1 1,87.4,1 2 1 2,14.62,1 1 1 1,1020.553,1 1 1 1,1.01,1 1 1 1,18.11,1 1 1 1,402.9,1 1 1 1,8.05,1 1 1 1,46.67,1 1 1 1,89.6,1 1 1 1,8.45,1 1 1 1,1.873,1 1 1 1,-1.546,4 1 1 1,15.25,1 1 1 1,47.46,1 1 1 1,724.4,1 1 1 1,245.16,1 1 1 1,1574.4,1 1 1 1,1154.8,1 1 1 1,1.09,1 2 2 2,18.53,1 2 2 2
6/3/2015 5:01,11.3,1 1 1 1,8.24,1 1 1 1,96.4,1 2 1 2,14.68,1 1 1 1,1020.624,1 1 1 1,1.009,1 1 1 1,18.1,1 1 1 1,404.1,1 1 1 1,8.05,1 1 4 1,45.04,1 1 1 1,89.5,1 1 1 1,8.45,1 1 1 1,1.923,1 1 1 1,-1.559,4 1 1 1,15.33,1 1 1 1,55.18,1 1 1 1,720.4,1 1 1 1,214.76,1 1 1 1,1564.4,1 1 1 1,1151.2,1 1 1 1,1.09,1 2 2 2,18.51,1 2 2 2
6/3/2015 5:16,11,1 1 1 1,7.844,1 1 1 1,96.8,1 2 1 2,14.68,1 1 1 1,1020.504,1 1 1 1,1.011,1 1 1 1,18.08,1 1 1 1,404.5,1 1 1 1,8.05,1 1 4 1,47.33,1 1 1 1,89.3,1 1 1 1,8.43,1 1 1 1,1.902,1 1 1 1,-1.59,4 1 1 1,15.31,1 1 1 1,45.92,1 1 1 1,682,1 1 1 1,221.96,1 1 1 1,1570.4,1 1 1 1,1149.6,1 1 1 1,1.09,1 2 2 2,18.49,1 2 2 2
6/3/2015 5:31,9.8,1 1 1 1,7.663,1 1 1 1,94.2,1 2 1 2,14.62,1 1 1 1,1020.382,1 1 1 1,1.009,1 1 1 1,18.07,1 1 1 1,403.9,1 1 1 1,8.05,1 1 4 1,42.79,1 1 1 1,89.2,1 1 1 1,8.43,1 1 1 1,1.738,1 1 1 1,-1.591,4 1 1 1,15.22,1 1 1 1,52.7,1 1 1 1,696.8,1 1 1 1,216.24,1 1 1 1,1436.4,1 1 1 1,1116.4,1 1 1 1,1.02,1 2 2 2,18.49,1 2 2 2
6/3/2015 5:46,9.6,1 1 1 1,7.014,1 1 1 1,90,1 2 1 2,14.61,1 1 3 1,1020.371,1 1 1 1,1.01,1 1 1 1,18.07,1 1 1 1,401.9,1 1 1 1,8.05,1 1 4 1,43.34,1 1 1 1,89.3,1 1 1 1,8.44,1 1 1 1,1.81,1 1 1 1,-1.648,4 1 1 1,14.83,1 1 1 1,45.42,1 1 1 1,662.8,1 1 1 1,205.04,1 1 1 1,1376.8,1 1 1 1,1114.8,1 1 1 1,1.02,1 2 2 2,18.49,1 2 2 2
6/3/2015 6:01,9.7,1 1 1 1,6.606,1 1 1 1,91.7,1 2 1 2,14.62,1 1 3 1,1020.251,1 1 1 1,1.008,1 1 1 1,18.05,1 1 1 1,403.4,1 1 1 1,8.05,1 1 4 1,45.6,1 1 1 1,89.2,1 1 1 1,8.43,1 1 1 1,1.863,1 1 1 1,-1.651,4 1 1 1,14.89,1 1 1 1,47.72,1 1 1 1,668,1 1 1 1,200.32,1 1 1 1,1406.4,1 1 1 1,1140,1 1 1 1,1.09,1 2 2 2,18.47,1 2 2 2
6/3/2015 6:16,9.8,1 1 1 1,7.218,1 1 1 1,91.8,1 2 1 2,14.62,1 1 3 1,1020.129,1 1 1 1,1.003,1 1 1 1,18.03,1 1 1 1,405.4,1 1 1 1,8.05,1 1 4 1,47.64,1 1 1 1,89.2,1 1 1 1,8.43,1 1 1 1,1.853,1 1 1 1,-1.633,4 1 1 1,15.21,1 1 1 1,51.89,1 1 1 1,716,1 1 1 1,231.8,1 1 1 1,1582,1 1 1 1,1171.2,1 1 1 1,1.09,1 2 2 2,18.43,1 2 2 2
6/3/2015 6:31,10.5,1 1 1 1,7.579,1 1 1 1,94.9,1 2 1 2,14.67,1 1 1 1,1019.87,1 1 1 1,1.007,1 1 1 1,18.01,1 1 1 1,408.2,1 1 1 1,8.04,1 1 1 1,53.42,1 1 1 1,89,1 1 1 1,8.42,1 1 1 1,2.035,1 1 1 1,-1.491,4 1 1 1,15.63,1 1 1 1,53.54,1 1 1 1,748,1 1 1 1,234.24,1 1 1 1,1613.2,1 1 1 1,1168.4,1 1 1 1,1.02,1 2 2 2,18.43,1 2 2 2
6/3/2015 6:46,10.2,1 1 1 1,8.17,1 1 1 1,95,1 2 1 2,14.71,1 1 1 1,1019.64,1 1 1 1,1,1 1 1 1,18,1 1 1 1,408,1 1 1 1,8.04,1 1 1 1,48.24,1 1 1 1,88.9,1 1 1 1,8.41,1 1 1 1,1.855,1 1 1 1,-1.548,4 1 1 1,15.57,1 1 1 1,47.09,1 1 1 1,719.6,1 1 1 1,226.48,1 1 1 1,1534,1 1 1 1,1167.6,1 1 1 1,1.02,1 2 2 2,18.41,1 2 2 2
6/3/2015 7:01,9.9,1 1 1 1,7.532,1 1 1 1,92.9,1 2 1 2,14.75,1 1 1 1,1019.517,1 1 1 1,1,1 1 1 1,17.99,1 1 1 1,408.8,1 1 1 1,8.04,1 1 1 1,52.27,1 1 1 1,88.7,1 1 1 1,8.4,1 1 1 1,1.868,1 1 1 1,-1.549,4 1 1 1,15.67,1 1 1 1,55.56,1 1 1 1,757.2,1 1 1 1,231.32,1 1 1 1,1686,1 1 1 1,1162.4,1 1 1 1,1.02,1 2 2 2,18.4,1 2 2 2
6/3/2015 7:16,11.1,1 1 1 1,8.13,1 1 1 1,96.6,1 2 1 2,14.85,1 1 1 1,1019.289,1 1 1 1,0.998,1 1 1 1,17.97,1 1 1 1,409.1,1 1 1 1,8.03,1 1 1 1,47.65,1 1 1 1,88.6,1 1 1 1,8.38,1 1 1 1,1.831,1 1 1 1,-1.636,4 1 1 1,15.41,1 1 1 1,45.22,1 1 1 1,683.6,1 1 1 1,205.76,1 1 1 1,1564,1 1 1 1,1133.2,1 1 1 1,1.02,1 2 2 2,18.39,1 2 2 2
6/3/2015 7:31,10.8,1 1 1 1,7.409,1 1 1 1,94.8,1 2 1 2,14.88,1 1 1 1,1019.272,1 1 1 1,0.993,1 1 1 1,17.96,1 1 1 1,410.1,1 1 1 1,8.04,1 1 1 1,42.16,1 1 1 1,88.5,1 1 1 1,8.38,1 1 1 1,1.774,1 1 1 1,-1.651,4 1 1 1,15.03,1 1 1 1,46.03,1 1 1 1,675.2,1 1 1 1,206.24,1 1 1 1,1436,1 1 1 1,1138.8,1 1 1 1,1.02,1 2 2 2,18.37,1 2 2 2
6/3/2015 7:46,10.8,1 1 1 1,7.293,1 1 1 1,101.1,1 2 1 2,14.93,1 1 1 1,1019.223,1 1 1 1,1,1 1 1 1,17.95,1 1 1 1,411.4,1 1 1 1,8.04,1 1 1 1,45.52,1 1 1 1,88.4,1 1 1 1,8.37,1 1 1 1,1.829,1 1 1 1,-1.6,4 1 1 1,15.21,1 1 1 1,49.07,1 1 1 1,703.6,1 1 1 1,247.52,1 1 1 1,1637.2,1 1 1 1,1176,1 1 1 1,1.02,1 2 2 2,18.35,1 2 2 2
6/3/2015 8:01,9.4,1 1 1 1,6.227,1 1 1 1,102.2,1 2 1 2,14.82,1 1 1 1,1019.2,1 1 1 1,0.997,1 1 1 1,17.93,1 1 1 1,412.6,1 1 1 1,8.03,1 1 1 1,48.18,1 1 1 1,88.5,1 1 1 1,8.38,1 1 1 1,1.949,1 1 1 1,-1.547,4 1 1 1,15.82,1 1 1 1,47.54,1 1 1 1,704.4,1 1 1 1,228.68,1 1 1 1,1595.2,1 1 1 1,1201.6,1 1 1 1,1.09,1 2 2 2,18.34,1 2 2 2
6/3/2015 8:16,7.7,1 1 1 1,5.039,1 1 1 1,108.1,1 2 1 2,14.86,1 1 3 1,1019.352,1 1 1 1,0.992,1 1 1 1,17.92,1 1 1 1,414.4,1 1 1 1,8.03,1 1 1 1,45.58,1 1 1 1,88.4,1 1 1 1,8.37,1 1 1 1,1.947,1 1 1 1,-1.453,4 1 1 1,16.16,1 1 1 1,45.48,1 1 1 1,715.6,1 1 1 1,222.88,1 1 1 1,1718.8,1 1 1 1,1208,1 1 1 1,1.02,1 2 2 2,18.35,1 2 2 2
6/3/2015 8:31,5.8,1 1 1 1,4.013,1 1 1 1,108.6,1 2 1 2,14.83,1 1 3 1,1019.43,1 1 1 1,0.997,1 1 1 1,17.93,1 1 1 1,415.7,1 1 1 1,8.03,1 1 1 1,47.97,1 1 1 1,88.5,1 1 1 1,8.38,1 1 1 1,1.943,1 1 1 1,-1.41,4 1 1 1,16.39,1 1 1 1,45.16,1 1 1 1,743.2,1 1 1 1,260.84,1 1 1 1,1823.6,1 1 1 1,1230.4,1 1 1 1,1.02,1 2 2 2,18.36,1 2 2 2
6/3/2015 8:46,5.8,1 1 1 1,3.496,1 1 1 1,107.1,1 2 1 2,14.85,1 1 3 1,1019.521,1 1 1 1,0.992,1 1 1 1,17.93,1 1 1 1,417.3,1 1 1 1,8.02,1 1 1 1,48.37,1 1 1 1,88.4,1 1 1 1,8.37,1 1 1 1,2.236,1 1 1 1,-1.267,4 1 1 1,16.87,1 1 1 1,48.83,1 1 1 1,774,1 1 1 1,274.28,1 1 1 1,2047.6,1 1 1 1,1274.8,1 1 1 1,1.02,1 2 2 2,18.33,1 2 2 2
6/3/2015 9:01,5.4,1 1 1 1,3.372,1 1 1 1,101.1,1 2 1 2,14.8,1 1 3 1,1019.43,1 1 1 1,0.991,1 1 1 1,17.92,1 1 1 1,418.1,1 1 1 1,8.02,1 1 1 1,41.99,1 1 1 1,88.3,1 1 1 1,8.37,1 1 1 1,2.332,1 1 1 1,-1.199,4 1 1 1,17.29,1 1 1 1,49.03,1 1 1 1,742,1 1 1 1,264.48,1 1 1 1,1807.2,1 1 1 1,1243.6,1 1 1 1,1.09,1 2 2 2,18.35,1 2 2 2
6/3/2015 9:16,4.8,1 1 1 1,3.19,1 1 1 1,92.4,1 2 1 2,14.8,1 1 3 1,1019.429,1 1 1 1,0.992,1 1 1 1,17.93,1 1 1 1,418,1 1 1 1,8.02,1 1 1 1,46.54,1 1 1 1,88.3,1 1 1 1,8.36,1 1 1 1,2.329,1 1 1 1,-1.195,4 1 1 1,16.74,1 1 1 1,41.23,1 1 1 1,688.4,1 1 1 1,231.88,1 1 1 1,1789.2,1 1 1 1,1220,1 1 1 1,1.02,1 2 2 2,18.35,1 2 2 2
6/3/2015 9:31,5.5,1 1 1 1,3.447,1 1 1 1,92.7,1 2 1 2,14.75,1 1 1 1,1019.421,1 1 1 1,1,1 1 1 1,17.94,1 1 1 1,418,1 1 1 1,8.03,1 1 1 1,43.54,1 1 1 1,88.8,1 1 1 1,8.41,1 1 1 1,2.137,1 1 1 1,-1.353,4 1 1 1,16.56,1 1 1 1,43.16,1 1 1 1,722,1 1 1 1,251.64,1 1 1 1,1770,1 1 1 1,1238.4,1 1 1 1,1.09,1 2 2 2,18.37,1 2 2 2
6/3/2015 9:46,6.3,1 1 1 1,3.492,1 1 1 1,91.7,1 2 1 2,14.7,1 1 3 1,1019.498,1 1 1 1,0.998,1 1 1 1,17.95,1 1 1 1,419.3,1 1 1 1,8.03,1 1 1 1,53.09,1 1 1 1,88.7,1 1 1 1,8.4,1 1 1 1,2.189,1 1 1 1,-1.271,4 1 1 1,16.86,1 1 1 1,43.95,1 1 1 1,719.2,1 1 1 1,231.4,1 1 1 1,1838.4,1 1 1 1,1230.4,1 1 1 1,1.09,1 2 2 2,18.38,1 2 2 2
6/3/2015 10:01,4.8,1 1 1 1,3.627,1 1 1 1,94.6,1 2 1 2,14.68,1 1 3 1,1019.488,1 1 1 1,1,1 1 1 1,17.96,1 1 1 1,418.5,1 1 1 1,8.03,1 1 1 1,38.62,1 1 1 1,88.8,1 1 1 1,8.4,1 1 1 1,2.089,1 1 1 1,-1.441,4 1 1 1,16.48,1 1 1 1,39.25,1 1 1 1,662.8,1 1 1 1,221.44,1 1 1 1,1664.4,1 1 1 1,1171.6,1 1 1 1,1.09,1 2 2 2,18.4,1 2 2 2
6/3/2015 10:16,4.8,1 1 1 1,3.521,1 1 1 1,85.3,1 2 1 2,14.72,1 1 3 1,1019.568,1 1 1 1,1,1 1 1 1,17.98,1 1 1 1,416.2,1 1 1 1,8.04,1 1 1 1,37.19,1 1 1 1,89.4,1 1 1 1,8.46,1 1 1 1,1.969,1 1 1 1,-1.566,4 1 1 1,15.5,1 1 1 1,38.65,1 1 1 1,636.4,1 1 1 1,189.16,1 1 1 1,1601.2,1 1 1 1,1131.2,1 1 1 1,1.09,1 2 2 2,18.43,1 2 2 2
6/3/2015 10:31,5.9,1 1 1 1,2.938,1 1 1 1,90.2,1 2 1 2,15.05,1 1 1 1,1019.767,1 1 1 1,1,1 1 1 1,18,1 1 1 1,414.9,1 1 1 1,8.05,1 1 1 1,37.39,1 1 1 1,89.5,1 1 1 1,8.47,1 1 1 1,1.751,1 1 1 1,-1.619,4 1 1 1,14.99,1 1 1 1,37.11,1 1 1 1,616.8,1 1 1 1,174.4,1 1 1 1,1392.8,1 1 1 1,1114.4,1 1 1 1,1.09,1 2 2 2,18.43,1 2 2 2
6/3/2015 10:46,4.5,1 1 1 1,3.249,1 1 1 1,88.2,1 2 1 2,15.37,1 1 1 1,1019.825,1 1 1 1,1,1 1 1 1,18.01,1 1 1 1,412.8,1 1 1 1,8.05,1 1 4 1,37.15,1 1 1 1,89.6,1 1 1 1,8.47,1 1 3 1,1.597,1 1 1 1,-1.691,4 1 1 1,14.63,1 1 1 1,39.23,1 1 1 1,604.8,1 1 1 1,190.48,1 1 1 1,1339.6,1 1 1 1,1090,1 1 1 1,1.09,1 2 2 2,18.42,1 2 2 2
6/3/2015 11:01,5.4,1 1 1 1,3.788,1 1 1 1,78.76,1 2 1 2,15.32,1 1 1 1,1019.88,1 1 1 1,1,1 1 1 1,18,1 1 1 1,409.4,1 1 1 1,8.05,1 1 4 1,33.59,1 1 1 1,89.6,1 1 1 1,8.47,1 1 3 1,1.495,1 1 1 1,-1.764,4 1 1 1,14.21,1 1 1 1,33.43,1 1 1 1,542.28,1 1 1 1,177.36,1 1 1 1,1267.6,1 1 1 1,1061.2,1 1 1 1,1.09,1 2 2 2,18.42,1 2 2 2
6/3/2015 11:16,5.5,1 1 1 1,4.48,1 1 1 1,78.77,1 2 1 2,15.17,1 1 1 1,1019.836,1 1 1 1,1.002,1 1 1 1,17.99,1 1 1 1,405.3,1 1 1 1,8.05,1 1 4 1,35.18,1 1 1 1,89.6,1 1 1 1,8.47,1 1 3 1,1.362,1 1 1 1,-1.827,4 1 1 1,13.8,1 1 1 1,36.15,1 1 1 1,530.64,1 1 1 1,164.84,1 1 1 1,1136.8,1 1 1 1,1049.2,1 1 1 1,1.09,1 2 2 2,18.41,1 2 2 2
6/3/2015 11:31,6.5,1 1 1 1,4.769,1 1 1 1,79.47,1 2 1 2,15.14,1 1 1 1,1019.982,1 1 1 1,1.008,1 1 1 1,17.98,1 1 1 1,402.3,1 1 1 1,8.05,1 1 4 1,32.87,1 1 1 1,89.4,1 1 1 1,8.46,1 1 1 1,1.304,1 1 1 1,-1.834,4 1 1 1,13.53,1 1 1 1,32.54,1 1 1 1,510.6,1 1 1 1,150.56,1 1 1 1,1188,1 1 1 1,1030,1 1 1 1,1.09,1 2 2 2,18.4,1 2 2 2
6/3/2015 11:46,6.5,1 1 1 1,4.803,1 1 1 1,81,1 2 1 2,15.13,1 1 1 1,1020.061,1 1 1 1,1.008,1 1 1 1,17.97,1 1 1 1,399.3,1 1 1 1,8.05,1 1 4 1,29.96,1 1 1 1,89.5,1 1 1 1,8.47,1 1 1 1,1.247,1 1 1 1,-1.857,4 1 1 1,13.3,1 1 1 1,31.13,1 1 1 1,503.24,1 1 1 1,151.8,1 1 1 1,1094.4,1 1 1 1,1024.4,1 1 1 1,1.02,1 2 2 2,18.39,1 2 2 2
6/3/2015 12:01,6.6,1 1 1 1,4.67,1 1 1 1,85.9,1 2 1 2,15.2,1 1 1 1,1020.201,1 1 1 1,1.003,1 1 1 1,17.97,1 1 1 1,397.6,1 1 1 1,8.05,1 1 4 1,31.15,1 1 1 1,89.6,1 1 1 1,8.48,1 1 1 1,1.229,1 1 1 1,-1.913,4 1 1 1,13.14,1 1 1 1,33.22,1 1 1 1,495.2,1 1 1 1,148.08,1 1 1 1,1084.8,1 1 1 1,1011.2,1 1 1 1,1.09,1 2 2 2,18.39,1 2 2 2
6/3/2015 12:16,6.1,1 1 1 1,4.402,1 1 1 1,83,1 2 1 2,15.35,1 1 1 1,1020.377,1 1 1 1,1.01,1 1 1 1,17.97,1 1 1 1,395.3,1 1 1 1,8.05,1 1 4 1,29.87,1 1 1 1,89.7,1 1 1 1,8.49,1 1 1 1,1.157,1 1 1 1,-1.903,4 1 1 1,12.88,1 1 1 1,29.27,1 1 1 1,494.4,1 1 1 1,154,1 1 1 1,1032,1 1 1 1,994.4,1 1 1 1,1.09,1 2 2 2,18.38,1 2 2 2
6/3/2015 12:31,6.3,1 1 1 1,4.486,1 1 1 1,86.6,1 2 1 2,15.52,1 1 1 1,1020.407,1 1 1 1,1.008,1 1 1 1,17.95,1 1 1 1,391.7,1 1 1 1,8.05,1 1 4 1,28.47,1 1 1 1,89.6,1 1 1 1,8.49,1 1 1 1,1.117,1 1 1 1,-1.952,4 1 1 1,12.59,1 1 1 1,28.51,1 1 1 1,492,1 1 1 1,134.28,1 1 1 1,925.6,1 1 1 1,965.6,1 1 1 1,1.09,1 2 2 2,18.37,1 2 2 2
6/3/2015 12:46,5.5,1 1 1 1,4.05,1 1 1 1,98,1 2 1 2,15.84,1 1 1 1,1020.473,1 1 1 1,1.003,1 1 1 1,17.94,1 1 1 1,388.3,1 1 1 1,8.05,1 1 4 1,27.55,1 1 1 1,89.6,1 1 1 1,8.49,1 1 1 1,1.023,1 1 1 1,-2.061,4 1 1 1,12.25,1 1 1 1,28.75,1 1 1 1,453.16,1 1 1 1,127.8,1 1 1 1,925.2,1 1 1 1,972.4,1 1 1 1,1.02,1 2 2 2,18.38,1 2 2 2
6/3/2015 13:01,5.4,1 1 1 1,3.592,1 1 1 1,94.1,1 2 1 2,16,1 1 1 1,1020.62,1 1 1 1,1.01,1 1 1 1,17.95,1 1 1 1,386.6,1 1 1 1,8.05,1 1 4 1,27.18,1 1 1 1,89.6,1 1 1 1,8.48,1 1 1 1,1.033,1 1 1 1,-2.028,4 1 1 1,12.19,1 1 1 1,27.42,1 1 1 1,484,1 1 1 1,113.76,1 1 1 1,866.8,1 1 1 1,944.4,1 1 1 1,1.02,1 2 2 2,18.4,1 2 2 2
6/3/2015 13:16,6.8,1 1 1 1,4.468,1 1 1 1,99.1,1 2 1 2,15.99,1 1 1 1,1020.734,1 1 1 1,1.011,1 1 1 1,17.96,1 1 1 1,383.2,1 1 1 1,8.05,1 1 4 1,26.16,1 1 1 1,89.8,1 1 1 1,8.5,1 1 1 1,0.94,1 1 1 1,-2.054,4 1 1 1,11.77,1 1 1 1,26.29,1 1 1 1,444.4,1 1 1 1,106.44,1 1 1 1,867.6,1 1 1 1,919.2,1 1 1 1,1.02,1 2 2 2,18.39,1 2 2 2
6/3/2015 13:31,6.5,1 1 1 1,4.914,1 1 1 1,102.1,1 2 1 2,16.04,1 1 1 1,1020.668,1 1 3 1,1.01,1 1 1 1,17.95,1 1 1 1,378.7,1 1 1 1,8.05,1 1 4 1,24.17,1 1 1 1,90,1 1 1 1,8.52,1 1 1 1,0.885,1 1 1 1,-2.117,4 1 1 1,11.3,1 1 1 1,24.34,1 1 1 1,417,1 1 1 1,99.92,1 1 1 1,766,1 1 1 1,889.2,1 1 1 1,1.02,1 2 2 2,18.38,1 2 2 2
6/3/2015 13:46,8,1 1 1 1,5.794,1 1 1 1,108.4,1 2 1 2,16.07,1 1 1 1,1020.648,1 1 3 1,1.01,1 1 1 1,17.95,1 1 1 1,372.7,1 1 1 1,8.05,1 1 4 1,22.67,1 1 1 1,90.2,1 1 1 1,8.54,1 1 1 1,0.811,1 1 1 1,-2.167,4 1 1 1,10.69,1 1 1 1,23.38,1 1 1 1,377.76,1 1 1 1,90.4,1 1 1 1,693.2,1 1 1 1,836,1 1 1 1,1.02,1 2 2 2,18.35,1 2 2 2
6/3/2015 14:01,8.5,1 1 1 1,6.627,1 1 1 1,112.1,1 2 1 2,15.9,1 1 1 1,1020.69,1 1 3 1,1.013,1 1 1 1,17.94,1 1 1 1,367,1 1 1 1,8.05,1 1 4 1,21.28,1 1 1 1,90.4,1 1 1 1,8.56,1 1 1 1,0.794,1 1 1 1,-2.271,4 1 1 1,10.26,1 1 1 1,25.7,1 1 1 1,444,1 1 1 1,109.92,1 1 1 1,804,1 1 1 1,913.6,1 1 1 1,1.09,1 2 2 2,18.37,1 2 2 2
6/3/2015 14:16,7.8,1 1 1 1,5.417,1 1 1 1,105.6,1 2 1 2,15.85,1 1 1 1,1020.575,1 1 1 1,1.017,1 1 1 1,17.96,1 1 1 1,373.5,1 1 1 1,8.04,1 1 1 1,24.2,1 1 1 1,90.1,1 1 1 1,8.53,1 1 1 1,0.855,1 1 1 1,-2.171,4 1 1 1,11.13,1 1 1 1,24.64,1 1 1 1,400.36,1 1 1 1,87.32,1 1 1 1,749.6,1 1 1 1,901.2,1 1 1 1,1.09,1 2 2 2,18.41,1 2 2 2
6/3/2015 14:31,7.3,1 1 1 1,5.234,1 1 1 1,104.8,1 2 1 2,15.88,1 1 1 1,1020.393,1 1 1 1,1.01,1 1 1 1,17.98,1 1 1 1,372.6,1 1 1 1,8.04,1 1 1 1,24.15,1 1 1 1,90.1,1 1 1 1,8.52,1 1 1 1,0.834,1 1 1 1,-2.163,4 1 1 1,11.1,1 1 1 1,22.87,1 1 1 1,357.96,1 1 1 1,95.44,1 1 1 1,701.2,1 1 1 1,843.6,1 1 1 1,1.09,1 2 2 2,18.43,1 2 2 2
6/3/2015 14:46,6.8,1 1 1 1,5.138,1 1 1 1,103.2,1 2 1 2,15.99,1 1 1 1,1020.393,1 1 3 1,1.01,1 1 1 1,18.01,1 1 1 1,361.6,1 1 1 1,8.05,1 1 1 1,21.02,1 1 1 1,90.7,1 1 1 1,8.58,1 1 1 1,0.734,1 1 1 1,-2.215,4 1 1 1,9.65,1 1 1 1,20.69,1 1 1 1,315.24,1 1 1 1,79.6,1 1 1 1,630.8,1 1 1 1,680.4,1 1 1 1,1.09,1 2 2 2,18.46,1 2 2 2
6/3/2015 15:01,6.5,1 1 1 1,4.629,1 1 1 1,91.4,1 2 1 2,16.1,1 1 1 1,1020.461,1 1 3 1,1.01,1 1 1 1,18.02,1 1 1 1,345.3,1 1 1 1,8.06,1 1 1 1,18.8,1 1 1 1,91.7,1 1 1 1,8.66,1 1 1 1,0.636,1 1 1 1,-2.356,4 1 1 1,7.501,1 1 1 1,20.6,1 1 1 1,334.68,1 1 1 1,63.28,1 1 1 1,542,1 1 1 1,580.44,1 1 1 1,1.09,1 2 2 2,18.45,1 2 2 2
